Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
European Championships 2006,08:19.29,8/2/2006,Women 800 Freestyle LCM Female,FRA,France,"MANAUDOU, Laure",F,10/9/1986,126,Budapest,HUN,0:08:19:29
Phillips 66 International Team Trials 2022,08:19.37,4/30/2022,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,127,Greensboro,USA,0:08:19:37
Olympic Games Tokyo 2020,08:19.38,7/31/2021,Women 800 Freestyle LCM Female,USA,United States of America,"GRIMES, Katie",F,1/8/2006,128,Tokyo,JPN,0:08:19:38
13th Pan Pacific Championships 2018,08:19.41,8/12/2018,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,129,Tokyo,JPN,0:08:19:41
16th FINA World Championships 2015,08:19.42,8/7/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,130,Kazan,RUS,0:08:19:42
18th FINA World Championships 2019,08:19.43,7/26/2019,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,131,Gwangju,KOR,0:08:19:43
Olympic Games Rio 2016,08:19.43,8/11/2016,Women 800 Freestyle LCM Female,HUN,Hungary,"KAPAS, Boglarka",F,4/22/1993,132,Rio de Janeiro,BRA,0:08:19:43
Chinese National Championships (50m),08:19.43,9/4/2013,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"XIN, Xin",F,11/6/1996,133,Shenyang ,CHN,0:08:19:43
European Championships 1987,08:19.53,8/19/1987,Women 800 Freestyle LCM Female,GDR,German Democratic Republic,"MOHRING, Anke",F,8/28/1969,134,Strasbourg,FRA,0:08:19:53
NSW State Open Championships 2016,08:19.59,3/4/2016,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,135,Sydney,AUS,0:08:19:59
US Olympic Team Trials - Wave II,08:19.60,6/16/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,136,Omaha,USA,0:08:19:60
Olympic Games Rio 2016,08:19.67,8/11/2016,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,137,Rio de Janeiro,BRA,0:08:19:67
Olympic Games Sydney 2000,08:19.67,9/22/2000,Women 800 Freestyle LCM Female,USA,United States of America,"BENNETT, Brooke",F,5/6/1980,138,Sydney,AUS,0:08:19:67
Olympic Games Beijing 2008,08:19.70,8/14/2008,Women 800 Freestyle LCM Female,ROU,Romania,"POTEC, Camelia",F,2/19/1982,139,Beijing,CHN,0:08:19:70
2014 NSW State Open Championships,08:19.76,2/28/2014,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,140,Sydney,AUS,0:08:19:76
US Olympic Team Trials,08:19.78,6/25/2012,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,141,Omaha,USA,0:08:19:78
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2012,08:19.86,6/2/2012,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,142,Barcelona,ESP,0:08:19:86
USA Winter National Championships (50m),08:19.94,12/7/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,143,Atlanta,USA,0:08:19:94
21st Commonwealth Games 2018,08:20.02,4/9/2018,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,144,Gold Coast,AUS,0:08:20:02
12th Pan Pacific Championships 2014,08:20.02,8/21/2014,Women 800 Freestyle LCM Female,CAN,Canada,"MACLEAN, Brittany",F,3/3/1994,145,Gold Coast,AUS,0:08:20:02
19th FINA World Championships Budapest 2022,08:20.04,6/24/2022,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,146,Budapest,HUN,0:08:20:04
Hancock Prospecting National Championships Australia (50m),08:20.08,3/2/2018,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,147,Gold Coast,AUS,0:08:20:08
Mesa Grand Prix 2014,08:20.10,4/24/2014,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,148,Mesa,USA,0:08:20:10
US Olympic Team Trials - Swimming,08:20.18,7/2/2016,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,149,Omaha,USA,0:08:20:18
Olympic Games Seoul 1988,08:20.20,9/24/1988,Women 800 Freestyle LCM Female,USA,United States of America,"EVANS, Janet",F,8/28/1971,150,Seoul,KOR,0:08:20:20
European Championships 2021,08:20.23,5/18/2021,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,151,Budapest,HUN,0:08:20:23
British Gas National Championships (50m),08:20.23,3/5/2011,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,152,Manchester,GBR,0:08:20:23
Olympic Games Beijing 2008,08:20.23,8/16/2008,Women 800 Freestyle LCM Female,ITA,Italy,"FILIPPI, Alessia",F,6/23/1987,153,Beijing,CHN,0:08:20:23
17th FINA World Championships 2017,08:20.24,7/28/2017,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,154,Budapest,HUN,0:08:20:24
Olympic Games Rio 2016,08:20.32,8/12/2016,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,155,Rio de Janeiro,BRA,0:08:20:32
Olympic Games London 2012,08:20.32,8/3/2012,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,156,London,GBR,0:08:20:32
US Olympic Team Trials - Wave II,08:20.36,6/19/2021,Women 800 Freestyle LCM Female,USA,United States of America,"GRIMES, Katie",F,1/8/2006,157,Omaha,USA,0:08:20:36
Chinese National Championships (50m),08:20.38,5/7/2021,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,158,Qingdao,CHN,0:08:20:38
13th FINA World Championships 2009,08:20.44,8/1/2009,Women 800 Freestyle LCM Female,ROU,Romania,"POTEC, Camelia",F,2/19/1982,159,Rome,ITA,0:08:20:44
NSW Open State Championships 2022,08:20.45,3/4/2022,Women 800 Freestyle LCM Female,AUS,Australia,"MELVERTON, Kiah",F,11/5/1996,160,Sydney,AUS,0:08:20:45
Olympic Games Tokyo 2020,08:20.45,7/29/2021,Women 800 Freestyle LCM Female,AUS,Australia,"MELVERTON, Kiah",F,11/5/1996,161,Tokyo,JPN,0:08:20:45
19th FINA World Championships Budapest 2022,08:20.46,6/20/2022,Women 800 Freestyle LCM Female,AUS,Australia,"PALLISTER, Lani",F,6/6/2002,162,Budapest,HUN,0:08:20:46
US National Championships (50m),08:20.46,6/27/2017,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,163,Indianapolis,USA,0:08:20:46
US Olympic Team Trials - Wave II,08:20.51,6/19/2021,Women 800 Freestyle LCM Female,USA,United States of America,"ANDERSON, Haley",F,11/20/1991,164,Omaha,USA,0:08:20:51
Bergen Swim Festival 2018,08:20.53,4/14/2018,Women 800 Freestyle LCM Female,GER,Germany,"WELLBROCK, Sarah",F,6/20/1994,165,Bergen,NOR,0:08:20:53
Bergen Swim Festival 2018,08:20.53,4/13/2018,Women 800 Freestyle LCM Female,GER,Germany,"WELLBROCK, Sarah",F,6/20/1994,166,Bergen,NOR,0:08:20:53
13th FINA World Championships 2009,08:20.53,7/31/2009,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,167,Rome,ITA,0:08:20:53
European Championships 2022,08:20.54,8/12/2022,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,168,Rome,ITA,0:08:20:54
29th Summer Universiade 2017,08:20.54,8/25/2017,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,169,Taipei City,TPE,0:08:20:54
Olympic Games Tokyo 2020,08:20.58,7/29/2021,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,170,Tokyo,JPN,0:08:20:58
20th Commonwealth Games 2014,08:20.59,7/28/2014,Women 800 Freestyle LCM Female,NZL,New Zealand,"BOYLE, Lauren",F,12/14/1987,171,Glasgow,GBR,0:08:20:59
16th FINA World Championships 2015,08:20.62,8/4/2015,Women 800 Freestyle LCM Female,NZL,New Zealand,"BOYLE, Lauren",F,12/14/1987,172,Kazan,RUS,0:08:20:62
Arena Grand Prix (Mesa),08:20.64,4/11/2013,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,173,Mesa,USA,0:08:20:64
15th FINA World Championships 2013,08:20.65,8/2/2013,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,174,Barcelona,ESP,0:08:20:65
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2014,08:20.68,6/11/2014,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,175,Canet-En-Roussillon,FRA,0:08:20:68
13th FINA World Championships 2009,08:20.80,7/31/2009,Women 800 Freestyle LCM Female,GBR,Great Britain,"JACKSON, Joanne",F,9/12/1986,176,Rome,ITA,0:08:20:80
Olympic Games Tokyo 2020,08:20.84,7/28/2021,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,177,Tokyo,JPN,0:08:20:84
18th FINA World Championships 2019,08:20.86,7/26/2019,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,178,Gwangju,KOR,0:08:20:86
National Chinese Championships (50m),08:20.89,4/8/2017,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"LI, Bingjie",F,3/3/2002,179,Qingdae,CHN,0:08:20:89
18th FINA World Championships 2019,08:20.91,7/26/2019,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,180,Gwangju,KOR,0:08:20:91
20th Commonwealth Games 2014,08:20.91,7/28/2014,Women 800 Freestyle LCM Female,CAN,Canada,"MACLEAN, Brittany",F,3/3/1994,181,Glasgow,GBR,0:08:20:91
Olympic Games Rio 2016,08:20.95,8/12/2016,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,182,Rio de Janeiro,BRA,0:08:20:95
Chinese National Championships (50m),08:20.96,9/28/2020,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,183,Qingdao,CHN,0:08:20:96
2017 National Games ,08:20.98,9/1/2017,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"LI, Bingjie",F,3/3/2002,184,Tianjin,CHN,0:08:20:98
55th International Trophy “Settecolli”,08:20.99,6/30/2018,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,185,Rome,ITA,0:08:20:99
55th International Trophy “Settecolli”,08:20.99,6/29/2018,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,186,Rome,ITA,0:08:20:99
15th FINA World Championships 2013,08:21.00,8/2/2013,Women 800 Freestyle LCM Female,NZL,New Zealand,"BOYLE, Lauren",F,12/14/1987,187,Barcelona,ESP,0:08:21:00
TYR Pro Swim Series Mission Viejo 2021,08:21.01,4/11/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,188,Mission Viejo,USA,0:08:21:01
16th FINA World Championships 2015,08:21.04,8/4/2015,Women 800 Freestyle LCM Female,DEN,Denmark,"FRIIS, Lotte",F,2/9/1988,189,Kazan,RUS,0:08:21:04
Swimming Australia Grand Prix 2016,08:21.16,7/1/2016,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,190,Brisbane,AUS,0:08:21:16
17th FINA World Championships 2017,08:21.19,7/28/2017,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,191,Budapest,HUN,0:08:21:19
56th International Trophy “Settecolli”,08:21.20,6/22/2019,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,192,Rome,ITA,0:08:21:20
15th FINA World Championships 2013,08:21.21,8/3/2013,Women 800 Freestyle LCM Female,HUN,Hungary,"KAPAS, Boglarka",F,4/22/1993,193,Barcelona,ESP,0:08:21:21
European Championships 2014,08:21.22,8/21/2014,Women 800 Freestyle LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,194,Berlin,GER,0:08:21:22
Chinese National Championships (50m),08:21.22,9/4/2013,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"ZHANG, Yuhan",F,1/6/1995,195,Shenyang ,CHN,0:08:21:22
19th FINA World Championships Budapest 2022,08:21.26,6/20/2022,Women 800 Freestyle LCM Female,USA,United States of America,"GRIMES, Katie",F,1/8/2006,196,Budapest,HUN,0:08:21:26
Olympic Games Tokyo 2020,08:21.32,7/28/2021,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,197,Tokyo,JPN,0:08:21:32
NSW State Open Championships 2015,08:21.33,2/27/2015,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,198,Sydney,AUS,0:08:21:33
NSW State Championships 2015,08:21.33,2/12/2015,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,199,Sydney,AUS,0:08:21:33
Olympic Games Tokyo 2020,08:21.36,7/28/2021,Women 800 Freestyle LCM Female,GER,Germany,"WELLBROCK, Sarah",F,6/20/1994,200,Tokyo,JPN,0:08:21:36
Olympic Games London 2012,14:31.02,8/4/2012,Men 1500 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,1,London,GBR,0:14:31:02
19th FINA World Championships Budapest 2022,14:32.80,6/25/2022,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,2,Budapest,HUN,0:14:32:80
57th International Trophy “Settecolli”,14:33.10,8/13/2020,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,3,Rome,ITA,0:14:33:10
European Championships 2016,14:34.04,5/18/2016,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,4,London,GBR,0:14:34:04
14th FINA World Championships 2011,14:34.14,7/31/2011,Men 1500 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,5,Shanghai,CHN,0:14:34:14
9th FINA World Championships 2001,14:34.56,7/29/2001,Men 1500 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,6,Fukuoka,JPN,0:14:34:56
Olympic Games Rio 2016,14:34.57,8/13/2016,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,7,Rio de Janeiro,BRA,0:14:34:57
16th Asian Games 2010,14:35.43,11/18/2010,Men 1500 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,8,Guangzhou,CHN,0:14:35:43
17th FINA World Championships 2017,14:35.85,7/30/2017,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,9,Budapest,HUN,0:14:35:85
European Championships 2022,14:36.10,8/16/2022,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,10,Rome,ITA,0:14:36:10
European Championships 2018,14:36.15,8/5/2018,Men 1500 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,11,Glasgow,GBR,0:14:36:15
German Trials 2021,14:36.45,4/18/2021,Men 1500 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,12,Berlin,GER,0:14:36:45
18th FINA World Championships 2019,14:36.54,7/28/2019,Men 1500 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,13,Gwangju,KOR,0:14:36:54
19th FINA World Championships Budapest 2022,14:36.70,6/25/2022,Men 1500 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,14,Budapest,HUN,0:14:36:70
European Championships 2018,14:36.88,8/5/2018,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,15,Glasgow,GBR,0:14:36:88
19th FINA World Championships Budapest 2022,14:36.94,6/25/2022,Men 1500 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,16,Budapest,HUN,0:14:36:94
Italian National Championship (50m),14:37.08,4/7/2017,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,17,Riccione,ITA,0:14:37:08
17th FINA World Championships 2017,14:37.14,7/30/2017,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,18,Budapest,HUN,0:14:37:14
13th FINA World Championships 2009,14:37.28,8/2/2009,Men 1500 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,2/16/1984,19,Rome,ITA,0:14:37:28
18th FINA World Championships 2019,14:37.63,7/28/2019,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,20,Gwangju,KOR,0:14:37:63
Italian National Championships (50m),14:38.34,4/6/2019,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,21,Riccione,ITA,0:14:38:34
18th FINA World Championships 2019,14:38.75,7/28/2019,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,22,Gwangju,KOR,0:14:38:75
Olympic Games Beijing 2008,14:38.92,8/15/2008,Men 1500 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,23,Beijing,CHN,0:14:38:92
Olympic Games Rio 2016,14:39.48,8/13/2016,Men 1500 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,4/30/1991,24,Rio de Janeiro,BRA,0:14:39:48
Australian National Championships (50m),14:39.54,4/13/2016,Men 1500 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,4/25/1996,25,Adelaide,AUS,0:14:39:54
Olympic Games London 2012,14:39.63,8/4/2012,Men 1500 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,26,London,GBR,0:14:39:63
Olympic Games Tokyo 2020,14:39.65,8/1/2021,Men 1500 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,27,Tokyo,JPN,0:14:39:65
16th FINA World Championships 2015,14:39.67,8/9/2015,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,28,Kazan,RUS,0:14:39:67
European Championships 2022,14:39.79,8/16/2022,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,29,Rome,ITA,0:14:39:79
European Championships 2021,14:39.89,5/19/2021,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,30,Budapest,HUN,0:14:39:89
European Championships 2014,14:39.93,8/20/2014,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,31,Berlin,GER,0:14:39:93
31th Internationale Schwimmveranstaltung Gothaer & Friends,14:40.28,3/25/2022,Men 1500 Freestyle LCM Male,GER,Germany,"MARTENS, Lukas",M,12/27/2001,32,Magdeburg,GER,0:14:40:28
Olympic Games London 2012,14:40.31,8/4/2012,Men 1500 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,2/16/1984,33,London,GBR,0:14:40:31
Italian National Championships (50m),14:40.38,4/3/2021,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,34,Riccione,ITA,0:14:40:38
6th Milano City Trophy - 2016,14:40.61,3/20/2016,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,35,Milan,ITA,0:14:40:61
Olympic Games Tokyo 2020,14:40.66,8/1/2021,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,36,Tokyo,JPN,0:14:40:66
Malmsten Swim Open Stockholm 2018,14:40.69,4/6/2018,Men 1500 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,37,Stockholm,SWE,0:14:40:69
Malmsten Swim Open Stockholm 2018,14:40.69,4/5/2018,Men 1500 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,38,Stockholm,SWE,0:14:40:69
Olympic Games Beijing 2008,14:40.84,8/17/2008,Men 1500 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,2/16/1984,39,Beijing,CHN,0:14:40:84
Olympic Games Beijing 2008,14:40.84,8/15/2008,Men 1500 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,40,Beijing,CHN,0:14:40:84
Olympic Games Rio 2016,14:40.86,8/13/2016,Men 1500 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,41,Rio de Janeiro,BRA,0:14:40:86
19th FINA World Championships Budapest 2022,14:40.89,6/25/2022,Men 1500 Freestyle LCM Male,GER,Germany,"MARTENS, Lukas",M,12/27/2001,42,Budapest,HUN,0:14:40:89
Olympic Games Tokyo 2020,14:40.91,8/1/2021,Men 1500 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,43,Tokyo,JPN,0:14:40:91
19th FINA World Championships Budapest 2022,14:40.98,6/25/2022,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,44,Budapest,HUN,0:14:40:98
Olympic Games Beijing 2008,14:41.13,8/15/2008,Men 1500 Freestyle LCM Male,RUS,Russian Federation,"PRILUKOV, Yuriy",M,6/14/1984,45,Beijing,CHN,0:14:41:13
15th FINA World Championships 2013,14:41.15,8/4/2013,Men 1500 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,46,Barcelona,ESP,0:14:41:15
16th FINA World Championships 2015,14:41.20,8/9/2015,Men 1500 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,4/30/1991,47,Kazan,RUS,0:14:41:20
13th FINA World Championships 2009,14:41.38,8/2/2009,Men 1500 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,48,Rome,ITA,0:14:41:38
Olympic Games Beijing 2008,14:41.53,8/17/2008,Men 1500 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,49,Beijing,CHN,0:14:41:53
Open National Swimming Championships,14:41.63,3/13/2020,Men 1500 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,50,Kharkiv,UKR,0:14:41:63
9th Pan Pacific Championships 2002,14:41.65,8/29/2002,Men 1500 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,51,Yokohama,JPN,0:14:41:65
15th Commonwealth Games 1994,14:41.66,8/19/1994,Men 1500 Freestyle LCM Male,AUS,Australia,"PERKINS, Kieren",M,8/14/1973,52,Victoria,CAN,0:14:41:66
Chinese National Championships (50m),14:42.30,4/1/2012,Men 1500 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,53,Shaoxing,CHN,0:14:42:30
15th FINA World Championships 2013,14:42.48,8/4/2013,Men 1500 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,54,Barcelona,ESP,0:14:42:48
Chinese National Championships (50m),14:42.52,4/2/2011,Men 1500 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,55,Wuhan,CHN,0:14:42:52
11th FINA World Championships 2005,14:42.58,7/31/2005,Men 1500 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,56,Montreal,CAN,0:14:42:58
Italian Winter National Championships (50m),14:42.66,12/14/2019,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,57,Riccione,ITA,0:14:42:66
Olympic Games Beijing 2008,14:42.69,8/17/2008,Men 1500 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,10/29/1988,58,Beijing,CHN,0:14:42:69
European Championships 2018,14:42.85,8/5/2018,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,59,Glasgow,GBR,0:14:42:85
European Championships 2021,14:42.91,5/19/2021,Men 1500 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,60,Budapest,HUN,0:14:42:91
